created_at,text
2018-12-19 23:11:41,b'RT @Stiegler_D: \xf0\x9f\x93\xa2Hey #WindowsInsiders! new build rolling out now! \n#Windows10 #WIP #Build18305 \xf0\x9f\x93\xa2 https://t.co/16RMBpBISR'
2018-12-19 23:11:39,"b'RT @MicrosoftFlow: The Microsoft Business Applications Summit is back on June 10-11, 2019 in Atlanta, GA | Register now: https://t.co/bpR1z\xe2\x80\xa6'"
2018-12-19 23:11:39,b'Microsoft Issues Emergency Fix for IE Zero Day https://t.co/s2mVOGAZ0I'
2018-12-19 23:11:38,"b'RT @Razer: Built for couch and desktop gaming, we\xe2\x80\x99ve teamed up with @Microsoft to bring you the all-new Razer Turret for @Xbox One\xe2\x80\x94the worl\xe2\x80\xa6'"
2018-12-19 23:11:38,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:11:26,b'Cybersecurity: The European Commission #eIDAS digital identity system aims to strengthen trust in online transactio\xe2\x80\xa6 https://t.co/y083itvweq'
2018-12-19 23:11:26,"b""RT @WZorNET: \xf0\x9f\x93\xa2December 19, 2018 #PatchDay 2 #CumulativeUpdate's Windows 10 Release information https://t.co/fdPYoZYgsw\n1809 https://t.co/zl\xe2\x80\xa6"""
2018-12-19 23:11:25,"b'GTA V New en ebay: Grand Theft Auto V (Microsoft Xbox One, 2014) DIGITAL CODE https://t.co/ipT0vg5DMd https://t.co/PhsuWVfkQb'"
2018-12-19 23:11:21,b'Microsoft has just released an emergency (unscheduled) patch to fix a zero-day security hole in Internet Explorer\xe2\x80\xa6 https://t.co/C8h8oOcfcO'
2018-12-19 23:11:20,b'I liked a @YouTube video https://t.co/Wg0JZbd6h0 Outlook 2013 Error Cannot Start Microsoft Outlook Cannot Open The Outlook Window'
2018-12-19 23:11:19,b'RT @briankrebs: Microsoft has just released an emergency (unscheduled) patch to fix a zero-day security hole in Internet Explorer https://t\xe2\x80\xa6'
2018-12-19 23:11:17,"b'ICE Arrests 6.5K Convicted Murderer, Sex Offender Illegal Aliens This Year\nhttps://t.co/CrrAtzq2Yk\n\nShared via Bing\xe2\x80\xa6 https://t.co/pkWcM3VwaL'"
2018-12-19 23:11:15,"b'RT @nytimes: NYT investigation: Internal Facebook records show that the company gave Microsoft, Amazon, Netflix and other tech giants far m\xe2\x80\xa6'"
2018-12-19 23:11:14,b'RT @_achu: Christmas came early today - the @MSTCommunity crossed 250k members!!! Thank you to everyone who made this possible - everyone i\xe2\x80\xa6'
2018-12-19 23:11:13,"b""RT @arekfurt: This is a potentially very important development in Windows security (and one that's been coming for a while). Some yet-to-be\xe2\x80\xa6"""
2018-12-19 23:11:10,"b'@Iron_Spike Well, Mojang is part of Microsoft. So...'"
2018-12-19 23:11:06,b'Microsoft unveils new Office app that will be preinstalled with Windows 10 https://t.co/QW6TlfWOpD https://t.co/fl5oYHBmML'
2018-12-19 23:10:59,b'RT @Live360events: Check out all things Thursday at #Live360 in our latest #trending report #trainingconference #ITPros #developers #DBAs #\xe2\x80\xa6'
2018-12-19 23:10:58,b'And Scott forestalls like yeah you shouldn\xe2\x80\x99t have fired me over calling you a phony Tim look your OSes are babyshit\xe2\x80\xa6 https://t.co/ARHDyWDHFB'
2018-12-19 23:10:58,"b'RT @IPVanish: ""Facebook allowed Microsoft\xe2\x80\x99s Bing search engine to see the names of virtually all Facebook users\xe2\x80\x99 friends without consent, t\xe2\x80\xa6'"
2018-12-19 23:10:58,"b'@silentwisperer_ Yeah, Mojang has been VERY spot on when it comes to making sure they do not produce a broken produ\xe2\x80\xa6 https://t.co/Hb52gjV8Vt'"
2018-12-19 23:10:55,"b'RT @DONTNOD_Ent: #LifeisStrange2 - Episode 2: Rules will launch on January 24, 2019 on #XboxOne, #PS4 and PC (#Steam)! https://t.co/Qt1IXnT\xe2\x80\xa6'"
2018-12-19 23:10:51,"b'RT @Razer: Built for couch and desktop gaming, we\xe2\x80\x99ve teamed up with @Microsoft to bring you the all-new Razer Turret for @Xbox One\xe2\x80\x94the worl\xe2\x80\xa6'"
2018-12-19 23:10:50,b'RT @destructoid: Microsoft explains why Minecraft runs at 720p on Switch https://t.co/zEKuuJxTeD https://t.co/WW5shJthTF'
2018-12-19 23:10:48,"b""#news Microsoft's latest Windows 10 build kills passwords, simplifies Start, and adds fun\xe2\x80\xa6 https://t.co/TAzvjrJE6E"""
2018-12-19 23:10:32,"b'Copies in stock, love the Blue Vinyl, Shovel Knight The Definitive Video Game Soundtrack 2 LP with Booklet &amp; Downlo\xe2\x80\xa6 https://t.co/nUcaQrTWcI'"
2018-12-19 23:10:32,"b'Facebook Allowed Netflix, Spotify, And A Bank To Read And Delete Users\xe2\x80\x99 Private Messages; The social network also a\xe2\x80\xa6 https://t.co/SI4Zr3eWjo'"
2018-12-19 23:10:32,b'Discord Gift \xf0\x9f\x8e\x81 from Digams granted to our lead programmer #digamsoasis #nintendo #sony #microsoft @nintendo https://t.co/aIOHIWhbSm'
2018-12-19 23:10:30,"b'The Madrone School Winter Newsletter - https://t.co/KBpyXzngVd Read about our Successful Fundraiser, Microsoft Invo\xe2\x80\xa6 https://t.co/tt5p6TjiOb'"
2018-12-19 23:10:28,"b'RT @briankrebs: Looks like Google reported this: https://t.co/iSNefIuNh0 ""Today, we released a security update for Internet Explorer after\xe2\x80\xa6'"
2018-12-19 23:10:26,b'Facebook and Microsoft respond to NYT report on data sharing https://t.co/nfvj5WzKmh #SocialMediaPromotion #marketing #QOTD'
2018-12-19 23:10:23,b'why does veerle have a better relationship with microsoft than with me'
2018-12-19 23:10:23,"b'Microsoft releases Windows 10 build 17763.195, 17134.472, with IE fixes #CumulativeUpdates: https://t.co/DHsc7hU1b7 via @NeowinFeed'"
2018-12-19 23:10:22,b'RT @solucionetcp: datacenter : #AI Chip Startup #Graphcore Raises $200 Million From BMW AG and #Microsoft&gt; https://t.co/vsiV1VwRBe #DataCen\xe2\x80\xa6'
2018-12-19 23:10:22,b'RT @hshaban: NYT: Facebook allowed Microsoft\xe2\x80\x99s Bing search engine to see the names of virtually all Facebook users\xe2\x80\x99 friends without consent\xe2\x80\xa6'
2018-12-19 23:10:19,b'RT @JasonLeopold: Facebook allowed Microsoft\xe2\x80\x99s Bing search engine to see the names of virtually all Facebook users\xe2\x80\x99 friends without consent\xe2\x80\xa6'
2018-12-19 23:10:16,b'RT @edmundlee: It\xe2\x80\x99s worse than you thought.\n\nFacebook gave:\n-Microsoft names of users\xe2\x80\x99 friends without consent\n-Netflix and Spotify got to\xe2\x80\xa6'
2018-12-19 23:10:14,b'RT @briankrebs: Microsoft has just released an emergency (unscheduled) patch to fix a zero-day security hole in Internet Explorer https://t\xe2\x80\xa6'
2018-12-19 23:10:13,"b'RT @nytimes: NYT investigation: Internal Facebook records show that the company gave Microsoft, Amazon, Netflix and other tech giants far m\xe2\x80\xa6'"
2018-12-19 23:10:13,"b'RT @CNNBusiness: Facebook allowed technology companies like Microsoft and Netflix to gain access to user data, including contact informatio\xe2\x80\xa6'"
2018-12-19 23:10:12,b'Microsoft Patent Filing Shows Wearable to Prevent Involuntary Movements https://t.co/7L9ADCl9It #wearabletech #iot\xe2\x80\xa6 https://t.co/smWoTXktqH'
2018-12-19 23:10:11,b'This @business article just fascinates me. Microsoft is able to predict sales opportunities from their database of\xe2\x80\xa6 https://t.co/26BK5QGs6k'
2018-12-19 23:10:10,b'@gdead Good news! Microsoft has decided to step in and solve this problem. Windows 10 will soon include \xc2\xaf\\_(\xe3\x83\x84)_/\xc2\xaf k\xe2\x80\xa6 https://t.co/KistMdAZQm'
2018-12-19 23:10:10,"b""RT @configmgrdev: More than just an 'app approval' system. New in #ConfigMgr 1810 device based on demand install . If automating install/un\xe2\x80\xa6"""
2018-12-19 23:10:10,"b'RT @profcarroll: NEW: Facebook data sharing scandal widens. \xe2\x80\x9dInternal documents show that the social network gave Microsoft, Amazon, Spotif\xe2\x80\xa6'"
2018-12-19 23:10:08,"b'RT @SwiftOnSecurity: An unscheduled patch, from Microsoft, days before Christmas?\nSomeone got some scorpions dumped in their Cheerios holy\xe2\x80\xa6'"
2018-12-19 23:10:08,b'@MattNavarra It says Microsoft on Twitter Lite tho'
2018-12-19 23:10:06,"b""@Razer @Microsoft @Xbox So, is this just a wireless mouse and keyboard? Or is there something I'm missing? Like, does it give you god mode?"""
2018-12-19 23:10:03,b'Probably never ordering from Microsoft again but on the plus side they have great customer service and very nice ho\xe2\x80\xa6 https://t.co/0W3vIADrfm'
2018-12-19 23:10:01,b'RT @GameStop: Enhance the feel of your favorite #XboxOne games.\nhttps://t.co/LNfqTpWn4x https://t.co/YH8srGLKSv'
2018-12-19 23:10:00,b'Visit the new @microsoft_ch pop-up house near Paradeplatz. \nGreat idea and execution @nalany__ @tobisteger\xe2\x80\xa6 https://t.co/2qRcxaJLz3'
2018-12-19 23:09:59,"b'RT @CNNBusiness: Facebook allowed technology companies like Microsoft and Netflix to gain access to user data, including contact informatio\xe2\x80\xa6'"
2018-12-19 23:09:59,"b""RT @EFTM: The team @Razer have announced the 'Turret' - the worlds first wireless keyboard &amp; mouse combination designed specifically for th\xe2\x80\xa6"""
2018-12-19 23:09:59,"b'#Facebook Gave More Than 150 Companies, Including #Microsoft, #Netflix, #Spotify, #Amazon and #Yahoo, Unprecedented\xe2\x80\xa6 https://t.co/keNUPUwhMc'"
2018-12-19 23:09:53,"b'RT @nytimes: NYT investigation: Internal Facebook records show that the company gave Microsoft, Amazon, Netflix and other tech giants far m\xe2\x80\xa6'"
2018-12-19 23:09:52,"b""RT @QuePasa87: She doesn't visit the stream often but Leeloo is cool anyway.\n\nToday I'll be off and on with #forzahorizon4 #r6 #reddeadrede\xe2\x80\xa6"""
2018-12-19 23:09:51,b'RT @briankrebs: Microsoft has just released an emergency (unscheduled) patch to fix a zero-day security hole in Internet Explorer https://t\xe2\x80\xa6'
2018-12-19 23:09:46,"b""I wonder if Microsoft IE engineers don't fix browser issues on purpose to make all web developers suffer... #webdevelopment"""
2018-12-19 23:09:43,b'Who trying play me in #2k19 for some money ?? #xboxone Only \xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f'
2018-12-19 23:09:29,"b""RT @RunAsRadio: Not all applications work perfectly with Windows 10 - and that's where Desktop App assurance comes in! @appcompatguy talks\xe2\x80\xa6"""
2018-12-19 23:09:29,b'@Microsoft Thanks for the very broken windows 10 update! I appreciate that half of my programs no longer work prope\xe2\x80\xa6 https://t.co/vF8Z2zhhHr'
2018-12-19 23:09:27,b'Facebook shared private user messages with Netflix and Spotify https://t.co/CgTMaXtT4j'
2018-12-19 23:09:25,b'The Power BI World Tour is back in 2019 as the Power Platform World Tour!  #microsoft #msdn #blog https://t.co/GRYh48Wvcg'
2018-12-19 23:09:25,"b'@DanielEran I enjoyed today\'s editorial on ""Apple\'s Success."" But I thought I\'d point out a grammatical error: in t\xe2\x80\xa6 https://t.co/vJxjnaygke'"
2018-12-19 23:09:25,"b'RT @theresamch: ""when you\'re not sure, respect means you round up not round down"". Love this quote in Microsoft\'s  \'ensuring a respectful w\xe2\x80\xa6'"
2018-12-19 23:09:24,"b'RT @SeanTMalone: Whelp. Looks like we have a new critical RCE in Internet Explorer, which is being exploited in the wild. Merry Christmas t\xe2\x80\xa6'"
2018-12-19 23:09:23,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:09:23,"b'@Slyguy1060 @Windows Yes, I strongly agreed. They messed up my old computer and I was forced to get a new one and p\xe2\x80\xa6 https://t.co/7gU18MQqjZ'"
2018-12-19 23:09:22,b'RT @911MyWeb: Windows Sandbox is a safe new way to run untrusted .exe files #911MYWEB #ProfessionalWebsite #YourModernWebsite #ModernDesign\xe2\x80\xa6'
2018-12-19 23:09:16,b'RT @GlennAlanBerry: Today is a good day to patch your Windows machine: https://t.co/i17WObGIvl'
2018-12-19 23:09:12,b'RT @Windows: Take your desktop to new heights with the stunning Snowy Mountains Theme. Download the 18-image set today: https://t.co/xyTwpt\xe2\x80\xa6'
2018-12-19 23:09:11,"b'RT @Razer: Built for couch and desktop gaming, we\xe2\x80\x99ve teamed up with @Microsoft to bring you the all-new Razer Turret for @Xbox One\xe2\x80\x94the worl\xe2\x80\xa6'"
2018-12-19 23:09:05,"b""followme - Microsoft's latest Windows 10 build kills passwords, simplifies Start, and adds fun 'kaomoji' - PCWorld:\xe2\x80\xa6 https://t.co/JjLWpNXlkX"""
2018-12-19 23:09:05,b'.@Sony released 5x more IPs in 2018 than @NintendoAmerica and @Microsoft https://t.co/a9kaLEGAJB https://t.co/kaLJo6StKq'
2018-12-19 23:08:49,b'The screenshots of @GearsofWar 4. #xbox #XboxOne #GearsofWar4 #gaming #gaminglife https://t.co/63bnv1FgXx'
2018-12-19 23:08:44,b'@Microsoft @Forbes love u tho'
2018-12-19 23:08:39,"b""I'm in the running to win an #XboxOne code for #Subnautica in this week's @TrueAchievement site contest. Enter here: https://t.co/V8HiXHyg6k"""
2018-12-19 23:08:37,b'New post on .holtthink .https://t.co/6gX21rXa8W'
2018-12-19 23:08:36,b'RT @cntechy: Microsoft announces Windows Sandbox for running suspicious apps in isolation. #Microsoft #virtual #machine #virtualbox'
2018-12-19 23:08:36,b'@Microsoft @Forbes figure out how to roll out an update'
2018-12-19 23:08:32,b'@BLACKB0ND Did u miss Microsoft\xe2\x80\x99s E3 this year or..?'
2018-12-19 23:08:31,b'RT @Microsoft_Saudi: Make it personal! Sign in safely with your face or fingerprint. Shift to a modern desktop with Windows 10 Pro and Offi\xe2\x80\xa6'
2018-12-19 23:08:27,b'RT @nickconfessore: The Times obtained internal Facebook documents showing in intricate detail how Facebook allocated user data to \xe2\x80\x9cpartner\xe2\x80\xa6'
2018-12-19 23:08:24,b'RT @ATBCOINcom: #ATBCoin #ATBCoinNews\nThe new project as a result of cooperation of Microsoft and the government of Brazil: https://t.co/dJ\xe2\x80\xa6'
2018-12-19 23:08:22,"b'Did you fix Hybrid Shutdown, this time @Microsoft?? Is that what this update is? Or are you still ignoring it? https://t.co/OYOUXOKO3n'"
2018-12-19 23:08:22,b'The Power BI World Tour is back in 2019 as the Power Platform World Tour! https://t.co/DIsimGKlhm #microsoft'
2018-12-19 23:08:17,"b'RT @gabrieldance: internal documents show facebook exempted some of its biggest partners - microsoft, yahoo, amazon - from its privacy rule\xe2\x80\xa6'"
2018-12-19 23:08:02,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:08:02,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:07:59,"b'RT @nytimes: NYT investigation: Internal Facebook records show that the company gave Microsoft, Amazon, Netflix and other tech giants far m\xe2\x80\xa6'"
2018-12-19 23:07:59,b'RT @_G4ru_: Another EMF vulnerability of mine in Windows got fixed in this month.\nhttps://t.co/b427LnQTdp'
2018-12-19 23:07:56,b'RT @sbisson: Microsoft doing all sorts of interesting things in the run up to Christmas: like open sourcing the Surface UEFI environment as\xe2\x80\xa6'
2018-12-19 23:07:53,b'Another EMF vulnerability of mine in Windows got fixed in this month.\nhttps://t.co/b427LnQTdp'
2018-12-19 23:07:53,"b'RT @nytimes: NYT investigation: Internal Facebook records show that the company gave Microsoft, Amazon, Netflix and other tech giants far m\xe2\x80\xa6'"
2018-12-19 23:07:51,b'RT @AzureMonitor: View #AKS container logs without having to use kubectl commands using #AzureMonitor for Containers \n\nhttps://t.co/sIvrBVP\xe2\x80\xa6'
2018-12-19 23:07:48,b'RT @TannerFoust: Drift this? I would! Try it yourself in #ForzaHorizon4 #FortuneIslandExpansion out now on @Xbox and #Windows10. Post your\xe2\x80\xa6'
2018-12-19 23:07:45,"b'RT @katecrawford: This story exposes the myth of control. Spotify &amp; Netflix could read *private* FB messages. Microsoft, Amazon &amp; Yahoo all\xe2\x80\xa6'"
2018-12-19 23:07:39,b'@Microsoft WHY IN THE FUCK IS MY $500 CONSOLE EXPERIENCING WIFI CONNECTIVITY ISSUES. WHY IS THIS CONSOLE THATS SUPP\xe2\x80\xa6 https://t.co/EjwOwyXaEg'
2018-12-19 23:07:36,"b'Facebook gave Amazon, Netflix, Spotify &amp; others access to private user data\n\nBy Waqas\n\nFacebook allowed Netflix, Sp\xe2\x80\xa6 https://t.co/db5Z9BPMC1'"
2018-12-19 23:07:36,b'RT @iC0dE_: WANT TO WRITE A PROGRAMMING TUTORIAL FOR FREE? =&gt; Email at contact@icodemag.com\n\n#programming #coding #hacking #programmer #cod\xe2\x80\xa6'
2018-12-19 23:07:35,"b""RT @XBM_Network: Let's do a Christmas giveaway!\n\nRT and Follow to win a mystery digital #XboxOne Game! \n\nWinner picked 20th December \n\nGood\xe2\x80\xa6"""
2018-12-19 23:07:20,b'RT @campuscodi: Microsoft Edge engineer describes how Google sabotaged Edge browser performance via constant code changes to its services.\xe2\x80\xa6'
2018-12-19 23:07:19,b'RT @lee_stott: #DataScience Virtual Machine with GPU for $0.18/Hour using Low Priority VMs https://t.co/bxQvnCaZsF'
2018-12-19 23:07:16,"b'RT @JenMsft: Em dash, arrows, degrees, you name it - it just got a whole lot easier to input symbols and special characters on #Windows10 h\xe2\x80\xa6'"
2018-12-19 23:07:14,"b""@BiggestTaco @Iron_Spike Wouldn't that be Microsoft who sues?"""
2018-12-19 23:07:11,b'The Power BI World Tour is back in 2019 as the Power Platform World Tour!     https://t.co/8JV3STbpD6'
2018-12-19 23:07:11,"b""RT @tomwarren: Google tells me it hasn't altered code on YouTube to break Microsoft's Edge browser. This follows claims from a former Micro\xe2\x80\xa6"""
2018-12-19 23:07:08,"b""I'm in the running to win an #XboxOne code for #Subnautica in this week's @TrueAchievement site contest. Enter here: https://t.co/cMSio7Cike"""
2018-12-19 23:07:08,b'Enter For a Chance to Win a Microsoft Surface Pro 6 https://t.co/3yHuVOljJB via @POPSUGARTech'
2018-12-19 23:07:05,b'RT @sweeps4peeps: #NFL #football #playoffs standings are heating up. #WIN a copy of #MADDEN19 for #XBOXONE or #PLAYSTATION4!\n\nEnter the #Ma\xe2\x80\xa6'
2018-12-19 23:07:05,"b""Microsoft's latest Windows 10 build kills passwords, simplifies Start, and adds fun 'kaomoji' - PCWorld\xe2\x80\xa6 https://t.co/5mht6ztdKS"""
2018-12-19 23:07:03,b'Microsoft Office Professional Plus 2019 Download Activation Bit64 Bit32 ... https://t.co/RtZSyM0L6u via @YouTube'
2018-12-19 23:07:01,"b""Microsoft's new Office app for Windows 10 is coming to all Office users for free | ZDNet https://t.co/M8GVSwcfKk"""
2018-12-19 23:06:52,"b""RT @freepress: LATEST FACEBOOK SCANDAL: The company gave Amazon, Microsoft,  Spotify and others far greater access to users' private data t\xe2\x80\xa6"""
2018-12-19 23:06:50,"b""RT @CNN: Amazon got access to Facebook users' names and contact information through their friends on the social network, according to the r\xe2\x80\xa6"""
2018-12-19 23:06:47,"b""RT @CNN: Facebook offered more of its users' data to companies including Microsoft and Amazon than it has admitted, according to a new repo\xe2\x80\xa6"""
2018-12-19 23:06:40,"b'RT @caprivacyorg: @katecrawford @kateconger FB, Amazon and Microsoft all gave big money this year to a PAC to oppose our work to give Calif\xe2\x80\xa6'"
2018-12-19 23:06:39,"b""\xf0\x9f\x93\xa2December 19, 2018 #PatchDay 2 #CumulativeUpdate's Windows 10 Release information https://t.co/fdPYoZYgsw\n1809\xe2\x80\xa6 https://t.co/WQoajFonDR"""
2018-12-19 23:06:39,b'RT @briankrebs: Microsoft has just released an emergency (unscheduled) patch to fix a zero-day security hole in Internet Explorer https://t\xe2\x80\xa6'
2018-12-19 23:06:37,b'RT @AzureSQLDB: #Azure SQL Database documentation is re-designed. Let us know what do you think about the new structure: https://t.co/Jt7Pz\xe2\x80\xa6'
2018-12-19 23:06:35,"b""RT @Johnmont: If you like designing command line interfaces (yes, they need to be designed), we're looking for a senior program manager to\xe2\x80\xa6"""
2018-12-19 23:06:33,b'RT @GameStop: Enhance the feel of your favorite #XboxOne games.\nhttps://t.co/LNfqTpWn4x https://t.co/YH8srGLKSv'
2018-12-19 23:06:30,"b'RT @jeffteper: Introducing the Office App - our Progressive Web App built from new https://t.co/rjhEpTwLZC, works with free and paid, deskt\xe2\x80\xa6'"
2018-12-19 23:06:29,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:06:28,"b""@SilentSiren91 Wait, that last part... are you saying that you're not loyal to Microsoft or Apple? So which OS are you using?"""
2018-12-19 23:06:27,b'RT @RealNintendoJim: Check out VIEWS AND BITS = THOUGHTS AND PRAYERS!!!! https://t.co/6CrTgV7pt2\n\n#Nintendo #NintendoSwitch #PS4 #XboxOne #\xe2\x80\xa6'
2018-12-19 23:06:24,b'RT @Microsoft: Forbes named us #1 on their JUST 100 list. Read how CEO Satya Nadella prioritizes the greater good and revives our company:\xe2\x80\xa6'
2018-12-19 23:06:21,b'@slace I really should have posted @docsmsft links :)\nhttps://t.co/rHlXTgjZOG'
2018-12-19 23:06:21,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:06:16,"b'RT @k8em0: At the Microsoft Security Response Center (MSRC), this out of band update would have meant SSIRP-a Claus came early.\nSSIRP = Sof\xe2\x80\xa6'"
2018-12-19 23:06:15,"b'#Psd, #Jpeg, #Jpg,#HTML, #CSS, #Email, #Template\nHey Guys,Do you need to develop any html email template for your m\xe2\x80\xa6 https://t.co/Sa3cWNqTPZ'"
2018-12-19 23:06:13,b'@csuwildcat @pierre_rochard Microsoft still doing the identity on a Blockchain thing Daniel?'
2018-12-19 23:06:13,b'RT @IRENA: .@IRENA speaks to @BMW &amp; @Microsoft \xe2\x80\x94 2 companies at the forefront of the corporate sourcing of renewables\xe2\x80\x94 to find out why corp\xe2\x80\xa6'
2018-12-19 23:06:10,b'RT @KatyMonbebe: When you find out Microsoft is a Kihyun stan... #MONSTA_X #KIHYUN @OfficialMonstaX https://t.co/7peVIIM7mi'
2018-12-19 23:06:05,b'Microsoft sales on games be weak. PS always have the fire sales. I buy games digitally on PS and buy the hard copy for Xbox smh'
2018-12-19 23:05:59,b'RT @briankrebs: Microsoft has just released an emergency (unscheduled) patch to fix a zero-day security hole in Internet Explorer https://t\xe2\x80\xa6'
2018-12-19 23:05:54,"b'""Facebook allowed Microsoft\xe2\x80\x99s Bing search engine to see the names of virtually all Facebook users\xe2\x80\x99 friends without\xe2\x80\xa6 https://t.co/vAUIqj5gNE'"
2018-12-19 23:05:51,b'RT @campuscodi: Microsoft Edge engineer describes how Google sabotaged Edge browser performance via constant code changes to its services.\xe2\x80\xa6'
2018-12-19 23:05:50,"b'microsoft literally just released an update for my system, (KB4483235), that the KB article says security improveme\xe2\x80\xa6 https://t.co/794GjyZ1i3'"
2018-12-19 23:05:49,b'Some more Mafia 3 screenshots.  #gaming #gaminglife #screenshots #Mafia3 #Xbox #XboxOne https://t.co/RY8kdwkqKn'
2018-12-19 23:05:46,"b'RT @nytimes: NYT investigation: Internal Facebook records show that the company gave Microsoft, Amazon, Netflix and other tech giants far m\xe2\x80\xa6'"
2018-12-19 23:05:45,b'RT @TheClickCrew: We are so excited to announce our latest giveaway in celebration of our partnership with @XidaxPCs! The giveaway closes o\xe2\x80\xa6'
2018-12-19 23:05:45,b'Microsoft Issues Emergency Fix for IE Zero Day - Krebs on Security https://t.co/5vcfg5J2G0'
2018-12-19 23:05:43,b'RT @edmundlee: It\xe2\x80\x99s worse than you thought.\n\nFacebook gave:\n-Microsoft names of users\xe2\x80\x99 friends without consent\n-Netflix and Spotify got to\xe2\x80\xa6'
2018-12-19 23:05:42,"b'RT @mamyun: Say Hello to Windows Sandbox! Based on our lightweight container infrastructure, numerous memory management and CPU scheduling\xe2\x80\xa6'"
2018-12-19 23:05:42,"b'RT @nytimes: NYT investigation: Internal Facebook records show that the company gave Microsoft, Amazon, Netflix and other tech giants far m\xe2\x80\xa6'"
2018-12-19 23:05:41,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:05:29,"b""RT @appcompatguy: We're already seeing some interesting use cases for Windows Sandbox - such as providing the ability to more safely instal\xe2\x80\xa6"""
2018-12-19 23:05:29,"b""RT @backlon: My Anaconda don't.\nMy Anaconda don't.\nMy Anaconda don't ...play all the games that Sony managed to lock up exclusivity on beca\xe2\x80\xa6"""
2018-12-19 23:05:28,b'@ShinGokaiRed &gt; apps performing better\n\nThis is pretty much what Microsoft did in the 90s with IE and Windows. And\xe2\x80\xa6 https://t.co/8FteoarHnR'
2018-12-19 23:05:24,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:05:23,b'RT @videogamedeals: Follow CAG &amp; Retweet for a Chance to Win 1 of 5 Codes for Subnautica (X1) by @Subnautica. Ends 9PM ET. https://t.co/I94\xe2\x80\xa6'
2018-12-19 23:05:21,"b'RT @Razer: Built for couch and desktop gaming, we\xe2\x80\x99ve teamed up with @Microsoft to bring you the all-new Razer Turret for @Xbox One\xe2\x80\x94the worl\xe2\x80\xa6'"
2018-12-19 23:05:21,b'RT @WDSecurity: New blog: ML models that assimilate signals from other Microsoft Threat Protection components allowed Windows Defender ATP\xe2\x80\xa6'
2018-12-19 23:05:18,"b""literally me drawing Gumi by fingers using Paint by Microsoft I need a drawing palette this Christmas that's screen\xe2\x80\xa6 https://t.co/Ep7ZLg7knQ"""
2018-12-19 23:05:18,"b'RT @MicrosoftEDU: This year our CEO @SatyaNadella announced our partnership with the @MadebyDyslexia initiative. Together, we\xe2\x80\x99ve rolled out\xe2\x80\xa6'"
2018-12-19 23:05:16,"b'RT @allcovered: #SharePoint Collaboration Services by #AllCovered - Allow for better #organization, collaboration and workflow management w\xe2\x80\xa6'"
2018-12-19 23:05:15,"b""RT @XBM_Network: Let's do a Christmas giveaway!\n\nRT and Follow to win a mystery digital #XboxOne Game! \n\nWinner picked 20th December \n\nGood\xe2\x80\xa6"""
2018-12-19 23:05:15,"b'RT @nytimes: NYT investigation: Internal Facebook records show that the company gave Microsoft, Amazon, Netflix and other tech giants far m\xe2\x80\xa6'"
2018-12-19 23:05:11,"b'RT @katecrawford: This story exposes the myth of control. Spotify &amp; Netflix could read *private* FB messages. Microsoft, Amazon &amp; Yahoo all\xe2\x80\xa6'"
2018-12-19 23:05:09,"b""RT @FastCompany: Experts from @Microsoft, @Google, @Ideo, @Pentagram, @gensler_design explain the design trends that'll shape 2019 https://\xe2\x80\xa6"""
2018-12-19 23:05:08,"b'RT @katecrawford: This story exposes the myth of control. Spotify &amp; Netflix could read *private* FB messages. Microsoft, Amazon &amp; Yahoo all\xe2\x80\xa6'"
2018-12-19 23:05:06,b'RT @destructoid: Microsoft explains why Minecraft runs at 720p on Switch https://t.co/zEKuuJxTeD https://t.co/WW5shJthTF'
